Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault
854.5987962239394,15498.023842902909,3619.005893167113,1.9953557192160922,93.75489544911423,2.3896646420286833,170.6276105055466,490.26140976806175,125.22020635110766,1
829.3848149332355,14621.60245571527,3388.515389378336,2.153490536343119,107.4698084010471,2.710759994180157,157.76371591309467,507.1319518371796,114.56798499623663,0
973.2824384460777,14289.094666629078,3417.400435571313,2.9067038492577115,100.31491562261996,2.1002654956316302,130.59457348183523,503.09234664592543,118.07193912692587,1
888.7111849756732,15750.666825977743,3314.660338230538,1.828560569221218,106.90073676336613,2.851350289811844,122.94268222071922,500.71940057046777,106.60482076434963,1
903.3764102343962,14838.660080578931,3493.7121659250447,2.1391743173223348,110.87710426157867,2.060507576168533,152.9756126961461,477.48119534069735,111.48382759813292,0
828.7625906893271,14874.583491772477,3330.3142731618373,1.7453933187004327,106.91618575121389,2.299463526744047,146.5748739035013,491.0135176640242,129.6612532553031,1
872.7808637737409,15664.097070924528,3614.62556264824,1.5768201400565136,102.73118434293644,2.2005716116692895,151.74782857840245,500.0655077251111,120.32863373980213,0
905.5461294854933,15278.11500470033,3142.8267016131776,1.707546173291115,90.01787741488594,1.9737145441532502,149.6789192150283,458.7474430049875,116.17221598290442,0
842.4503211288849,15227.943886040805,3428.0740655095074,1.7606207142391557,99.97213889333099,2.5283582702765406,201.67147320333135,486.1240110105986,118.83511647368965,0
918.7849009172836,16082.501172450542,3560.2214678383484,2.179737898773563,94.66909597984167,3.0418267353510884,123.39547488717324,511.6303963709854,124.89211824664301,0
869.9680655040597,14678.24088480993,3536.766903264501,3.1745378933503785,96.55936043295773,3.3000715666960025,110.2010746035775,461.67690188463973,124.40494496163338,1
885.4153125103362,15463.920064040618,4038.606732796099,1.6419782818620798,96.2546584924975,2.5291467361258744,156.64753667039218,534.6974495478272,119.24972999603199,1
869.9146693885301,15028.506562448541,3569.9600049135815,1.7916873471922687,90.20074425217756,2.835004382520257,142.4715489082361,538.0883978779952,130.9295911089667,0
992.6139092254468,15134.296139431628,3299.189080631598,1.968438493444376,80.4266141086601,2.5696283913785614,156.32135739459903,462.6454827211974,129.70462636906666,0
899.3251387631033,15764.234213206266,3480.9071505821853,2.1978994243548735,93.31856951672233,2.649664958430464,161.67766044568003,540.7285889915042,124.13372029130396,0
847.114453552205,15253.917878144812,3144.7507333067097,2.1317754059773923,101.93379451924159,2.397355404661828,175.68209390357794,495.69255233863595,120.54611782910071,0
941.1272456051595,15269.148039524816,3483.8800501406477,2.6420478969740584,86.51822954572509,2.5585230776267807,119.85548359232124,512.5554367747117,126.57321095119539,0
838.9578175014489,15536.253668654901,3333.3887885998483,0.7868039647323959,100.15682236471625,2.6612436113819284,138.86564204285673,485.1004684361526,123.14267421801183,1
910.4431797502377,14817.523635228557,3683.0780551120324,0.8065350649021636,119.00268424310966,2.3264620813371004,158.57522517761527,527.6913448168028,130.6080007180595,0
802.0164938060112,14580.395166330496,3390.091945080893,1.7520609139949253,110.23056555252239,2.4767517100321035,165.40927191374453,512.18282056546,128.99561376738308,0
833.5906975550785,14477.595402989484,3476.6468168409506,2.5486500937718546,116.4354150912053,2.4824709643007536,193.86899100576773,475.5754023020719,109.81746098582272,1
909.8430617934562,14016.821705311999,3372.888431719119,1.2171759841972019,103.91127876932727,2.7479209951991574,169.11407942227734,465.04394000104134,109.14036829258293,0
936.9233289997705,16028.10356497016,3847.7702703706664,0.4961838301531214,111.67509822986446,2.180190348511696,148.86422808227445,456.1909269437233,112.98750455595923,0
908.5684140594985,14448.395817139159,3435.7514467764177,2.285589703109604,92.76035269532213,2.4845373374177044,132.19128494114676,505.6382532929827,129.7613869006692,0
894.217585880588,14889.373188207113,3866.51140869584,2.1218286118513574,93.55659732978016,3.0736016407158093,138.7142029456196,517.1741423533921,104.23691003228754,0
884.9448152205356,14861.59335005554,3662.8303524236535,1.4548957966002851,72.60859793862528,2.8492180457757814,138.14594354085787,519.5289703633832,123.94757389107993,1
826.0739004816286,15153.70334890455,3596.4133454670773,1.507230199639535,111.86145474042299,2.9047537146666116,163.10467257027523,496.46056716177867,123.62543091092961,0
864.0077895802646,15407.868606269649,3573.746629463504,1.5151281401826628,115.40323979819885,2.5073295520534105,155.1399489117166,465.2901063300691,131.62648058686193,0
876.9680614520106,15430.236744179872,3578.7594596432505,2.05526765873697,94.4682275465273,2.596299269105807,123.52700858315643,479.5377560592865,121.80338690663888,0
952.8561113109458,14708.46128071553,3114.465484130878,1.6868423619084965,97.46048293602765,2.8006708500108775,141.28197061819134,534.5704591688577,106.56790609416099,0
917.1809144784231,14916.439143106794,3444.2233211698485,2.2470319594877597,92.46137886309039,2.968076658859279,167.55095106902843,485.4611430619976,110.40645039351877,1
811.8479922318633,15141.28997524415,3669.0315942368643,0.5726866685478045,103.82653551477492,1.914519126135134,157.03324709948117,504.3025289204443,108.18004478102175,1
916.2041984697397,14875.654436908226,3490.220563305179,1.5715740674361003,111.24932545303241,2.1053676078850465,161.3728923202554,467.73048549275336,114.6205603366686,1
880.7458859791842,15803.672788009997,3218.962030639285,1.436973019544475,82.57228026118959,2.8928332304207944,157.65843420114527,510.09749136377104,118.17098432576073,0
866.1538999847021,15245.487475819125,3489.519109884506,1.871829660813754,104.09438530642252,2.416933193269359,182.5286146921772,486.26946314962765,108.34558473778944,0
930.5838144420434,15367.438893024908,3840.821103251098,1.7309761207549308,97.23328228280855,2.2984837632225767,154.7208612764874,531.4013814132729,134.7066199065229,0
951.5499761247976,15331.440634333707,3749.3783431069437,2.3989218899478835,101.13394391966689,2.123751703901319,142.27954404258605,523.2067311862044,106.74718628047559,0
946.5640059558099,15586.736928742663,3487.5991981267935,1.0703316141699712,104.58994001674291,2.333494989536767,131.6848991773288,485.128821602753,133.4610342386248,0
858.039123838868,15090.510779351853,3690.2898554116173,2.022745738165376,98.11797561227179,2.0792892149728526,154.99218916419423,496.2000791795701,131.8516303143934,0
884.5393812074393,14351.584026022078,3426.6985959263898,2.2791682116058527,98.96413146594219,3.127328281819743,101.18591970449832,483.46651279878114,128.98302549689035,1
916.5631715701782,15199.843975876322,3159.225682634656,2.9283237182809776,97.86124832445361,2.493269184405828,146.31421996334575,457.41700410364973,113.06233392503249,0
948.777256356118,14674.321553104086,3315.106802374089,1.7591170144532624,109.70316201788282,2.4826148374711847,145.88320280157313,474.2767271135835,123.42450879176901,0
876.0412881077355,14735.691659125121,3812.5777537016397,2.1622293021762586,104.18759960127497,2.6764230025503495,122.71058292765439,505.9465198316246,107.22628866449382,0
890.7170511668091,15293.182009377546,3445.2013836341393,1.0980686037188176,102.2058353773736,2.788703550779971,131.43468322688008,509.75778494688745,129.1090703503375,0
844.6832512996986,15619.141535716817,3451.323204124996,0.8040218978434881,87.29048278907717,2.783766446966392,166.19315060296483,504.45643710777915,119.2601521846373,0
840.1896687959664,15010.63578836803,3440.032360745024,2.42238718789085,96.21420256786845,2.8220865831722715,154.61423498149924,490.9480083812409,115.90679785413315,0
940.6262911197099,15154.416506299482,3880.8273179146013,1.9972198531759646,108.98669160339175,2.3107463347627433,152.03576667414654,527.9919981716296,107.7625515334373,0
967.8120014285412,15851.107472317619,3825.191783072413,2.589256344899211,100.37696573123922,2.4106399585129417,156.12695067864044,501.9062571368281,95.22493881370983,0
896.3994939209833,15120.376589744285,3943.7560466896266,1.3132985555151255,106.59531469589139,2.7307094966326826,151.85255175897848,521.0976148428784,109.61459142964245,1
950.1766448946012,16300.841557090198,3468.1909579199896,2.259951069764376,117.66511800327633,2.341783281508114,174.8572512571663,446.78674603392443,131.12798195612908,0
918.0818012523818,15282.754822815772,3559.1248977494192,2.9344089202719266,110.38606069208817,2.4984680103918326,152.46858363407298,382.32799245144975,115.97166571525196,0
867.7440122697437,14119.61862042209,3196.6714901158416,2.2098528041786327,100.93158337699742,2.619629129327444,120.83573772362499,508.5136408351424,118.30671142884952,0
918.0697802754207,15376.670810552267,3795.3868852236546,2.138290752795524,94.89010829804273,2.7355555246931127,182.6025992974882,457.2570303883553,126.55554358288452,0
976.9018283232984,15190.57919244139,3266.444089746413,2.0042780404121747,74.46450403944101,1.9666957112889396,157.4068053465769,493.62644891860833,138.05668878116265,1
898.2086980445024,15644.876377041373,3543.3551127525257,1.214559271437044,98.31615077527148,2.7144236949666833,138.21492538409865,490.93708876926183,133.25004654945639,0
978.2321827907003,15336.59067563498,3280.539494473431,2.677786467855174,96.73987504183151,2.429882782644482,124.93196563409963,547.6220180724661,110.27664996183812,0
769.0127447955128,14930.772008008113,3382.2266346522606,1.694571180097467,103.90366194395375,2.7122373132593145,157.9182844191609,511.9998965883082,100.57429428562594,1
941.0951252187612,14387.850881855316,3332.54751379006,2.2522416281915083,98.46094773025312,2.7330795077064485,147.6565599005125,504.9757708039602,143.59614259100104,0
904.3523534119086,14895.488371356987,3378.424947864836,1.2184828467143731,96.79614940563205,2.9823745183357473,181.4829357206482,525.1097346390102,142.68991611659453,0
885.0496324767066,14574.73977289535,3392.1754593702044,1.4102701677461098,82.2060106949278,2.906036094286361,143.08185438666345,511.05492760517114,121.88453596429282,0
904.5880388267751,14709.73827509764,3390.3462410149846,2.7175436996111175,90.60032170849934,2.903971498783089,133.25238420635065,486.269690210347,107.29511754418178,0
800.6215542699554,15294.289202210304,3666.6667823560615,1.8263488555210785,104.76651040800557,2.9331010957498713,167.91592436471856,532.1442779076368,129.6322653389394,1
889.0164056081244,15834.952252175703,3279.027441387496,2.7266377380212723,117.15907631132694,2.5874136954447837,168.5056378543366,466.7074961633518,118.92016313987389,0
917.8556285755873,15197.335764911491,3544.108285402773,1.960884670470741,99.02474616254376,2.509655526111052,153.3730273522039,509.6974156260069,118.8701887689339,0
973.8947022370758,14402.058468982408,3743.591830461112,1.0790511135210714,103.27811073574124,2.7618451249535,163.52714095349816,453.57290617591065,128.9445884310513,0
874.0864890863177,15222.30133411007,3397.3607270973207,2.44603379986586,109.52478156952806,2.719624285429907,149.24625758515523,506.1183157254799,123.34374746873299,0
859.5753198553406,15598.315743322826,3356.41622185048,1.705053841122196,91.8910606379975,2.407280128978522,154.67730202018495,505.7896892531879,108.14185088985055,0
874.9121478207732,14695.10854784031,3453.89507496395,2.349344406758522,103.66814043285443,2.6214470226424806,173.29981765127846,550.2936488574398,116.75258064918026,0
945.7701058851037,14932.99141666354,3735.945041672142,2.012605433770041,92.59509893667841,2.4894710599646217,162.50636668043006,453.05078319674664,126.61152928661346,0
916.4375554829842,15007.3440973646,3538.8215261906716,1.2284408860285647,108.64824438491011,2.243820127461983,146.6145112333475,481.9733847243856,125.10252222405019,0
873.511989811648,14607.55084345888,3393.7571410784803,2.0821473826852843,101.51403047951733,2.8871382224129047,177.04725091852302,524.6804727972243,122.62016574358476,1
925.6633716556678,15324.14021692193,3596.775330237608,3.0981115710764,102.9845181398144,2.516559772759027,102.70289254416976,510.0595176919192,129.33422954475864,0
904.8538774674021,14939.525925696109,3279.5415700327153,2.2464932292572297,92.1740140258141,3.114612477309655,191.0414662284387,505.4091515401251,116.38283012182735,0
948.4322495266445,15209.766221953514,3636.2719020885897,1.9712411234972684,107.07032359610785,2.0123523189400503,115.88081810218529,471.3159289112438,121.78669775219072,0
864.8973453061324,14556.25391109895,3581.7214615403536,2.537671700978449,120.84712921231016,2.33296636814699,137.45814350455407,482.2754495572571,86.244208998224,1
883.6168926701116,14781.270849838294,3438.438305772223,2.1053342326015554,89.92088304571794,2.5097916510072613,149.1816492960986,537.3512302466977,115.50349806157186,1
880.3945923433921,15361.190678913885,3332.2828403105536,2.104767115131397,96.60240992352476,2.841214329288674,147.07038658543678,498.45472418738217,127.63902908575645,1
826.824252593394,14813.583423954116,3322.6638155433084,1.4541874139204487,102.31607474168092,2.6198408117806555,170.1282208005311,511.2607908843342,116.09605532882857,0
914.8060138532288,15863.481925616703,3606.963467269182,2.116924012894799,107.86406211995816,2.5931418262542256,128.8432676277953,496.54435013670565,115.33772608282888,1
913.0527636089945,14800.181907192698,3745.7961004978124,2.517721708208472,94.40453714710532,2.161820862233756,155.21533634966127,464.50743454250704,109.58547048225182,0
900.2556728321231,15112.342362875943,3372.538450594241,1.5819689239499877,71.6696970985726,2.1529175808311587,138.43575803560492,528.0143127822499,130.03365892729147,0
888.2706433312427,15466.295415936545,3591.677340710297,2.712247910623474,113.59189494164025,2.596751398086971,155.90281958674834,515.096971535975,125.48463273540571,0
829.2314628974793,14290.817133533485,3082.5945962795863,1.954146987927437,107.60506119584143,2.0907682018544924,148.70455480404246,569.1691051210157,128.25414597823084,1
878.9677338617321,14119.595594009612,3383.0764538685603,1.5561152442307296,82.57052469513334,2.3404366749132013,151.85871305365956,469.53255861048365,102.7378603804211,1
882.8642741736616,14237.171842714954,3493.78821342582,2.4988160384601223,93.92431208220444,2.6502751987257573,139.00150335071308,524.6771876360144,118.39549956734366,1
859.886136538919,15631.292051713592,3318.063316603633,1.8566028821308653,115.68182429527326,2.2053027183169673,139.79872099807835,460.65368101889,117.19888992249994,1
891.9357144166995,14724.070927053777,3312.6987250420807,2.379757443743054,114.47796418457867,2.981606788708542,155.74545028054854,504.7203970301923,117.19428293401448,0
920.2025428407269,16279.099642834126,3366.444088706223,1.8541206838707314,109.38640022678945,2.867180903271367,168.8743101151209,529.2951976718949,113.83972456282044,0
994.3092950605266,14717.876200671306,3558.4385456652744,1.9700869282350482,98.23887566040138,2.02857400049851,138.03441331604304,437.8359465171054,116.53895728219985,0
908.728890641592,15092.275651598518,3462.534196318725,2.2467801021671456,100.8298741881251,2.220288627045404,132.6246491085418,493.85202577275174,128.4964478270665,1
912.8775195361383,15771.054976283938,3052.3537533350054,2.145448528795003,98.69074194873873,1.8142668266515152,162.26920331343675,483.1037079787214,100.8714864665217,0
896.2777042116917,16003.046444079562,3075.859969472987,1.0022341097741307,111.28239783268837,2.26522259123556,149.3499221388462,478.94128105114635,137.77294768030453,1
804.0614392350479,16030.751788318199,3378.626964428565,1.4393781299528041,91.2415759350489,2.72991654297172,166.60996267971905,511.55637956778065,124.83841125026461,0
898.6743062275392,15604.183115296571,3591.5373172107106,2.464704992395408,91.94200345115796,2.375831517317543,131.88405573257705,533.6205711926779,119.57668104339787,0
903.0115104970513,15512.031262905732,2950.499031454953,1.9339317055492264,110.10274586836016,2.63823917308479,114.41122149153139,496.00163854312535,129.06834146372927,0
1023.1621056242643,15296.263474600592,3400.0539647696737,1.738134348614289,99.55638544488438,2.043299704515477,139.33991836347332,506.16459282680063,105.48165254831565,0
890.3819517609438,15389.18053808332,3394.750428696516,1.3207129923712628,113.78467355453807,2.7393925763745717,134.67294781469968,503.42926259177744,113.35299094848986,1
915.0773671166806,14724.407141835733,3777.6675556416894,1.460131839362076,93.28487793019454,2.333467231621495,148.424231998394,500.05410519069244,118.78924567609447,0
898.2644115147378,14590.900558288846,3422.9956376574273,0.9891006800190263,99.45221639661175,2.5036509046848714,137.2630957145922,467.3197208686368,133.65560370432178,0
841.5660981190234,14998.312771294524,3576.5977969481855,1.9493596406492335,90.77587015156047,2.472137649582084,164.820339026729,533.2533380516868,119.53503418873441,0
957.141140725751,14914.907688737536,3528.251428017493,1.7007812097094765,100.07362681423567,2.118535443732315,144.23699475154967,508.8558610447651,124.50054671185146,0
937.5966516343387,14773.385975336363,3073.88670403856,1.5167060545073423,85.214530630012,2.1540747004780654,153.00948997547803,511.8464447000773,114.10421004063872,0
939.5515973521524,15348.193723728358,3653.6414433263476,1.9659382874160234,95.12366579045037,2.7903383407010276,153.15269116881888,475.80471112923254,124.8684206896749,0
854.530627260263,15477.652604285255,3543.0793010912575,2.181985315426369,85.63746135071882,2.6196976472505087,153.89910184824376,486.2233880603228,136.77239592974456,1
970.139715546805,15044.203443145923,3601.6537279349177,3.0465989661049724,106.93923233191258,2.815014712466028,149.51741779090054,494.71597406867664,129.95526691674115,0
829.907446860386,15738.76504052763,4285.247541287265,1.2440582902183932,107.16589339759652,2.5973974706507557,160.21201380820628,453.97625919653444,119.18544012222121,0
929.3428546900135,14429.155442933248,3083.1774121002823,2.579690521650261,82.69737269515655,2.542897190442765,134.08689732348384,449.35897024406967,126.75490847265469,0
1009.5227812904989,14903.17027036014,3844.9393299522217,2.486550780507536,113.33885745500572,1.9821968143999702,177.98835853307767,481.977562080843,125.77516954607212,0
850.4731837434656,14641.588839698597,3442.510496119929,1.6104536303116497,124.97415126419854,2.4188899909716493,145.2692523326293,515.6756229932716,125.06587671697275,0
871.6851135198614,14066.73169146347,3557.465780880602,2.1016179772930155,100.46006386736342,2.491784703878877,123.76901724202637,480.40587830210177,131.1195336086041,0
904.982568254382,14958.65965707865,3490.8975509397515,1.7711833753311923,93.58885739775356,3.0859321594817724,153.76146713983547,469.4358440722786,131.04477703837466,0
874.8262172941901,14939.126245808358,3415.1527333203912,2.0928442902093694,128.24330591003047,2.706086989629603,132.9763903510503,475.5594304028699,118.72841403125116,0
822.4668284466934,15756.724871621065,3386.033414352248,2.754565506702275,86.8103150169749,2.9608183545128584,163.3066906901775,486.3397273056406,126.41879061477769,0
903.4281487403014,15315.405842277389,3565.9017471146017,2.3028031163156566,100.20106466869099,2.6792613117684185,194.19211152084756,489.3842311153969,116.16905078840206,1
846.8848143136947,14487.906587835398,3196.565260665664,2.254304186616721,101.79622272631923,2.286609031915156,134.268558168843,564.9656435661967,110.76927603684422,1
923.679621531759,15927.046283167094,3650.1158335043533,1.7848453400226787,113.45147620452414,2.5351372648449555,156.6474466644797,531.6386188546195,117.30506244296014,0
854.0287882883099,15610.516847762676,3416.761119022949,1.2579716675378325,103.59738975126788,2.57086709387927,114.88988822590744,530.7432233684518,119.23721848260418,0
977.4967202508769,15291.048851734307,3273.9861321919284,1.895765894729796,95.01366104211549,2.2182533290687956,159.07810458882693,535.0574109282014,103.38419010822008,0
860.8373353831881,14886.757950575084,3409.997428400837,2.6033040774319574,90.48815629612044,2.384683787022124,132.2857240040062,470.0353739199785,128.60332559416722,0
883.8969241897162,14520.28038163826,3751.4298433725144,1.2364160717051762,96.58178179753864,2.4382699018968483,137.50330763131035,463.32906155038285,92.32674577397603,1
940.6758608684835,14813.896611964474,3392.932982596755,1.4724553159116525,89.93072639054856,2.9816859497695356,127.97427020320345,466.7938912539783,147.1481693948632,1
838.4567841783022,15544.374309852094,3571.6907236419243,2.063133868117034,100.47825319784683,1.8757778423827065,164.6430245210947,540.0351840001351,135.0187913379632,0
911.3729967302065,15942.293152967304,3353.8087448569054,1.5076726075763687,94.35803820139513,2.861745526214813,170.14608714946525,483.58424633352524,117.38991275827686,0
965.3571377141214,15771.621764136094,3651.5843699847237,1.6037382764423938,85.0596220671025,2.218961429512185,150.46770429317016,462.4593145328214,120.09426360563774,0
819.6258382719386,14755.575289106862,3637.101547758041,1.7882007091359116,112.55145788374904,2.088376243819116,132.7114658932856,487.0701139934056,123.02971873587283,0
909.2316929266152,14440.191283355494,3869.7217666592824,1.3171912979049254,95.0232747657096,2.853982639011539,181.79046072207726,492.84183404856117,114.10839612011058,1
912.9941397124212,15070.443123455601,3464.887210900157,1.5129390768918158,87.31863195024687,2.7195694207703145,134.99179744490687,508.0523982108369,121.92619147586936,0
939.0911435888655,14115.780317218574,3633.7309609515814,2.3517139583936544,98.31740865512458,2.876355610714357,106.75935400145121,507.5285306213613,118.56000022298339,0
838.1524644560959,15161.583857092392,3519.613507907789,1.346315108884518,100.6837156596766,2.7402105842636733,159.16778019914136,475.15458308379476,119.05727282769034,0
833.9771693457861,14926.198706850666,3759.1743563726027,1.2010639327525812,82.53533274420967,3.1179535005212204,127.90450652716967,520.5696917754113,121.81461063480639,0
926.0970782808449,14766.981749065879,3356.2335224782537,1.6849875102330527,103.31647667125763,2.6676171510833457,169.7721758699835,480.8241939874953,106.86472201646006,0
914.8492336616594,14202.648466366601,3649.001062575456,2.3659777512549227,89.52842431309736,2.4530567871630526,142.37724606653163,495.31170989884873,120.39569724133648,0
912.5246425172938,15256.800053284858,3461.060540776664,1.9015390960015552,117.11028809190788,2.602877913196403,162.07426481088393,520.6032221151006,121.63447746617477,0
917.3224104748488,14733.649580169043,3487.1623645783006,1.7677094609421908,105.23960512076735,2.8730407385037893,178.03000693104315,480.74535788166975,121.28849621355914,1
865.9987639210755,14415.041582144855,3518.3504968896746,2.0221793987578036,96.00100009890683,2.266187402421965,125.82282270758556,482.9194572925659,117.84169244563846,1
911.6126848580502,13563.868893359175,3550.4480792853356,1.127146283570174,92.5483222968265,2.304433425240586,138.6812573821519,517.7500414907939,131.3785777596937,0
914.6536236649341,14986.242547474681,3476.7541913756086,2.247352826887516,98.95032292436376,2.4073119956206277,148.48657854685874,474.2680047018494,116.46347445118448,1
864.2824290986816,15886.125798334871,3542.9426366341054,2.1917175157018223,106.1279074158329,1.8686251603704003,180.75102638068688,488.45623929187786,122.27325906823191,0
993.2887255572379,15830.629607273935,3815.623611512437,1.7953457629521394,99.745058714148,2.541423522525264,136.8323456411911,516.6722653412868,132.97297533925547,1
923.6916460455893,14771.451871706864,3697.0899371230435,2.5029622558982085,97.82841192863144,1.934161388814692,138.10992608101986,561.6227732430792,119.20623859979688,1
840.4348251398676,14698.89396981911,3673.830918499379,1.4362519505234808,100.58370290817895,2.515917793879786,159.56281151111617,518.1621351428824,122.1446326746755,0
932.8276804316915,15234.387128037512,3408.892094795226,2.5639544966267844,93.96141068763045,2.759586926840575,138.45542548578857,514.1791928897004,119.03615363685103,1
851.2659164886339,14500.807280405854,3322.1518343543353,2.0772468327976257,96.56794073156962,2.3569370618068493,153.05051765795233,515.9240475101819,132.373697935636,0
939.3542301871227,15150.895949909733,3691.0601116475505,1.8317237050609134,79.14207561094996,3.003134761056061,118.96925158063746,467.8042917779885,117.42275438413705,0
957.9297789503702,15383.040139192344,3675.209358505959,1.9900631823158441,109.73726230852368,2.061849730174454,194.28659885113194,503.4679021603972,132.83354577288205,0
858.9658840824145,15613.466611942154,3794.5341351501966,1.9463676170945292,102.98797780321762,2.85737820448955,123.04581539381194,499.1070053499079,118.96412105352935,1
948.1688064622161,14949.922961760023,3379.203874806154,2.6101414482088585,92.2654415596657,2.702541116922076,143.56494592019584,509.6475362111827,111.40540276551982,1
920.6390463468249,14898.163124911516,3454.0902689279305,1.4616604362644932,118.98734981355238,1.9851900255067934,149.3503792831581,503.4952415742761,126.79373170574121,0
941.1030079997245,14561.00870662172,3172.103167494913,1.6187403804267009,100.87016480392387,3.3132382897121597,188.25376268713592,511.3909903225134,116.95332166244344,0
994.8396491326973,14586.55982298007,3421.5057787878254,2.51815144603624,89.63856428024803,2.4808764143488102,123.50308438134519,490.65598415302395,126.20500899099163,0
887.7305941998565,14886.760554049237,3699.3141021158895,1.7022325324080705,108.56737421470459,2.2367547933533105,189.67408270957503,501.75826752115375,92.70595615076266,1
862.3131917821255,15183.68275340809,3406.7009241543606,2.4502665386657956,103.98048216509262,2.077873841564795,165.14353642204046,463.1651430182902,120.05205261894946,0
855.5242785187238,15456.792313116624,3628.095959040165,2.8497179915043547,103.94579985484219,2.4339945917020978,158.34190648846493,490.4027816599126,115.40394701242519,1
859.209485751728,14598.410524659828,3461.8993788004377,1.7991024865291831,95.7424439534841,2.4617779382830123,130.3073262596409,541.7250064452993,109.36741313468721,0
896.1449145292947,15746.344284479761,3564.8114056443123,2.3406811632876527,104.50495723778035,2.5307936585618993,161.42282484076148,509.56425018884767,114.467589981602,0
917.0575987408322,14864.438199478716,3270.4617220368664,1.4231538593300708,97.38241709778906,2.410661153132812,135.530267551604,499.3723688785077,114.26296855707348,0
913.834539966501,14989.316352825783,3517.04188992678,2.3773666490339047,105.55941451645842,2.689967593034528,175.33322506396826,556.8836982876304,119.52014205149419,1
941.3591624518012,14626.394160426089,2901.7728058198554,2.0997119929933836,80.95055545989361,2.383711050201026,130.57875941784533,459.1749506509676,106.32673538715045,0
900.6500945938953,13787.87986986353,3462.620768367603,2.2365191410801075,95.66126537020811,1.9195107648278587,147.73683011087832,466.7163333366134,123.16273780259714,1
972.6767038578658,15442.022698180524,3173.905351256972,1.6772139639823025,117.22155097808195,2.4551915513051075,138.89453823973656,551.3813423382882,133.66214785205787,0
886.7671583381021,15368.421948546216,3741.1989033093632,1.1694582922164138,92.329325445997,1.7897567039880165,130.2495407514601,501.378828081468,122.80928496947827,0
1036.0084583294808,14859.336221440893,3655.4814705529025,2.2516260323747526,93.96161702506814,2.606131189267417,164.82639633815828,492.7225089113062,128.0898860922901,1
931.2833673882503,15033.495358612436,3593.334196393216,0.9682984237602728,95.52038661550024,2.2062099309152092,160.70917494819267,464.02387024713073,130.94562454613796,1
857.1421221791859,15257.96960885205,3804.201245431876,1.8413247538787325,87.85193864111356,2.5490081064747403,174.18020397801993,513.4308879918503,132.36489512184176,1
